title_fa,title_en,open_jobs,category,company_size,company_site,year
پرونکسو , Pronexo,۳,مخابرات و ارتباطات (تلکام),۱۱ تا ۵۰ نفر,pronexo.net,None
حامی اندیشه , Hami Andisheh,۶,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.hipotrip.ir,تاسیس در  ۱۳۹۵
ایرسا پرداز پاسارگاد(لابراتوآر رسانه) , Irsa Pardaz Pasargad,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,resanehlab.com,تاسیس در  ۱۳۹۰
اسرا پرواز (ایوار) , Eavar,۳,گردشگری و هتل‌ها,۵۱ تا ۲۰۰ نفر,eavar.com,None
کارپینو , Carpino,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,carpino.ir,تاسیس در  ۱۳۹۵
تحلیلگر امید , Omid Analyzer,۱۲,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,omidanalyzer.com,تاسیس در  ۱۳۹۴
توسعه فن آوری باران  , Rainco,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,raintd.com,None
همکاران سیستم , System Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,www.systemgroup.net/,تاسیس در  ۱۳۶۶
الوپیک , AloPeyk,۶,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,alopeyk.com,تاسیس در  ۱۳۹۵
فناوران سپهر ماهان , .Sepehr Mahan Tech Co,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,sepehrmahan.com,تاسیس در  ۱۳۹۴
پرورش داده‌ها , DPCO,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۵۰۱ تا ۱۰۰۰ نفر,www.dpco.net,تاسیس در  ۱۳۶۷
داده پرداز پویای شریف , Dadeh Pardaz ,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.dadehpardaz.com,None
بیمه بازار , Bime Bazar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,bimebazar.com,تاسیس در  ۱۳۹۵
فناوری اطلاعات پارسا , IT Parsa,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,itparsa.com,تاسیس در  ۱۳۸۶
آسان بار , Asan Bar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.asanbar.ir,تاسیس در  ۱۳۹۵
فناپ پرداخت , Fanap Payment,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,fanappayment.ir,None
فرازپردازان  , Faraz Pardazan,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,farazpardazan.com,تاسیس در  ۱۳۸۹
کبال , Cobal,۱۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,cobal.ir,تاسیس در  ۱۳۹۶
پردازش نگار راشین , Rashin Studio,۹,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,Rashin.org,تاسیس در  ۱۳۹۱
هومینگ , Homing,۱۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,Homing.ir,None
دلتا , Delta,۱,املاک و مستغلات,۵۰۱ تا ۱۰۰۰ نفر,Delta.ir,تاسیس در  ۱۳۵۶
 پارس فناوران مبتکر , PFM,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,pfm.ir,تاسیس در  ۱۳۸۴
آی هوم , iHome,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,ihome.ir,None
نیلین , NiliN,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,nilin.co,None
تکرا  , Techera,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,techrato.com,None
ایواک , eWalk entertainments,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,ewalk.ir,None
سرآوا , Sarava,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,saravapars.com,None
پویا رسانه , Pouya Rasaneh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,pouyarasaneh.com,None
نیک مدرن , Nik Modern,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,nikmodern.com,None
جابینجا , Jobinja,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,jobinja.ir,None
پرشیا شبکه , Persia BME,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,persiabme.ir,تاسیس در  ۱۳۸۱
نارین ایده پاسارگاد , Narin Ideh,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,narin.co,تاسیس در  ۱۳۹۱
گروه تک سامان هور , Taksaman,۳,تولید و صنایع,۱۱ تا ۵۰ نفر,taksaman.com,تاسیس در  ۱۳۸۵
مالتینا , Malltina,۶,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,malltina.com,None
مپفا , MAPFA,۷,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,mapfa.net,تاسیس در  ۱۳۸۲
اسنپ فود , Snappfood,۲۳,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,snappfood.ir,تاسیس در  ۱۳۸۸
هاست ایران , Hostiran,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,hostiran.net,تاسیس در  ۱۳۸۲
پیام افزار پیک آسا , Payam Afzar Peykasa,۱۲,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.peykasa.com,تاسیس در  ۱۳۸۴
دیجیکالا , Digikala,۱,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,digikala.com,تاسیس در  ۱۳۸۴
ارکید فارمد , Orchid Pharmed,۱,خدمات درمانی، پزشکی و سلامت,۲۰۱ تا ۵۰۰ نفر,www.orchidpharmed.com,None
داده پردازی فراتک , Faratech Data Processing,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,faratechdp.com,تاسیس در  ۱۳۸۸
میزگرد نرم‌افزار , Round Table Apps,۶,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,roundtableapps.com,None
ایران رنتر , Iranrenter,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,iranrenter.com,None
پیشگامان فناوری و دانش آرامیس (تپ سی) , TAP30,۱۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۰۱ تا ۱۰۰۰ نفر,tap30.ir,تاسیس در  ۱۳۹۵
پرهام , Parham Co,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,parham-co.ir,تاسیس در  ۱۳۸۹
فروشگاه اینترنتی مو تن رو , MooTanRoo Online Store,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,mootanroo.com,تاسیس در  ۱۳۸۶
مثبت سبز , Mosbate Sabz,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.mosbatesabz.com,تاسیس در  ۱۳۹۴
فلایتیو , Flightio,۶,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,Flightio.com,None
فالنیک (ایران اچ پی) , Falnic-IranHP,۵۷,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,falnic.com,تاسیس در  ۱۳۷۴
اقامت 24  , Eghamat 24,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,eghamat24.com,تاسیس در  ۱۳۸۵
دفتر شما , Daftareshoma,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,daftareshoma.com,تاسیس در  ۱۳۸۳
حامی سیستم شریف , Hami System Sharif,۸,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,hamisystem.ir,تاسیس در  ۱۳۸۸
اکسون ویژن , Exon Vision,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.exonvision.ir,تاسیس در  ۱۳۹۴
تدبیرگستران بهینه ساز , TGBS Co,۱۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,tgbsco.com,تاسیس در  ۱۳۷۹
فرست کوئست , 1stQuest,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,1stQuest.com,تاسیس در  ۱۳۹۳
گروه نرم افزار روناک  , Ronak Software Group,۵,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,nested.me,تاسیس در  ۱۳۹۵
تندیس آریا , Tandis Aria,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,urxrm.com,None
نیک نگار آفتاب , Nick Negar,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,www.nicknegar.com,None
فناپ , FANAP,۱۵,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,fanap.ir,تاسیس در  ۱۳۸۴
کسب و کار نوین ایرانیان  , IMBCO,۳۹,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,netbarg.com,None
ریحون , Reyhoon,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.reyhoon.com,None
تکتا صنعت , Takta Sanat,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,Tehransanat.com,None
آژانس دیجیتال مارکتینگ سینا , 30dima,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
الفبای هنر تبلیغ , Alefbahonartabligh,۱,رسانه و انتشارات,۲ - ۱۰ نفر,www.alefbahonartabligh.com,None
علی بابا , Alibaba,۱۳,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,www.alibaba.ir,None
وب اسمارت , Web Smart,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
اسمات , Smaat,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
فرابیت اکس , Farabit Ex,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آریسته , Aristeh,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,aristeh.com,None
هوبره , Hoobareh,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,hoobareh.com,None
لاجیک‌ کیت , Logic Kit,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آکادمی زبانیوم , Zabanium Academy,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,zabanium.com,None
اورنج فیش , Orange Fish,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,orangefish.dev,None
مای دنتیست , My Dentist,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
اسنپ , Snapp,۱۳,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,snapp.ir,تاسیس در  ۱۳۹۳
شرکتهای تابعه سیبل , Subsidiaries Cible,۰,رسانه و انتشارات,۲ - ۱۰ نفر,cible.ir,None
تهران‌لوکس , Tehranlux,۰,رسانه و انتشارات,۱۱ تا ۵۰ نفر,tehranlux.com,None
لک‌لک , Laklak,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,laklakgroup.com,None
میزبان‌پرداز مبین , Mizban Pardaz Mobin,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,mobintelecom.com,None
نیواکو , Nivaco,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,nivaco.ir,None
فاممت , Fammet,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,fammet.com,None
پرینس بنر , Prince Banner,۰,تبلیغات، بازاریابی و برندسازی,یک نفر (من),PRINCEBANNER.IR,None
آی‌پی تی‌وی , IPTV,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
صبح هدف , Mesh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,mesh.ir,None
گل گرافیک , Golgraphic,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کلاه نمدی , Kolahnamadi,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,kolahnamadi.com,None
پرسینا , Persina,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,persina.com,None
میل اسکین , mailskin,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,mailskin.net,تاسیس در  ۱۳۸۷
بایکس , Buyex,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,buyex.ir,None
تم‌یاب , Themeyab,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,themeyab.com,None
ویندوزسنتر , WindowsCenter,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,windowscenter.ir,None
همراهان طب آینده , Hamrahan Teb,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
فراديد رايانه پاسارگاد , Faradid Rayaneh Pasargad,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.Atiran.ir,None
صبا پردازشگر پارسیان , Saba Pardazeshgar Parsian,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,sabaparsian.ir,None
بفروشیم , Befrooshim,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,befrooshim.com,None
کار توسعه کیفیت چهلستون(کارتک) , Kartak,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
شرکت پویان , pooyan,۱,واردات و صادرات,۲ - ۱۰ نفر,None,None
هلدینگ بین المللی گردشگری  , SSI Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.saito.travel,None
دپارتمان فروش املاک ارشام  ,  Arsham Real Estate,۱,املاک و مستغلات,۲۰۱ تا ۵۰۰ نفر,None,None
کافه‌بازار , CafeBazaar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,cafebazaar.ir,None
ادرو , Adro,۳,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,adro.co,None
سامان تهویه ایرانیان  , saman Tahvieh Iranian,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,www.http.stihvac.com,None
رهپویان , Rahpooyan,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,None,None
مهندسی تامکار , Tamkar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
یاس سفید پارس , Pars White Yas,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
بیست پیک , Bistpaik,۰,غذا و رستوران‌ها,۲ - ۱۰ نفر,None,None
طوطی , Tutti,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,tutti.ir,None
ناپ شاپ , Nopshop,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,nopshop.ir,None
رایا کنترل  , Raya Control,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.rayacontrol.com,None
وووپ , VOOOP,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,vooopapp.com,None
پارس ایرانیک , Parsiranic,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,parsiranic.com,None
امرداد , Amordad,۰,رسانه و انتشارات,۲ - ۱۰ نفر,None,None
یادآپ , Yadup,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,yadup.ir/,None
پلاتو , Pelato,۰,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,pelato.ir,None
تجارت الکترونیک خورشید , Sun EC,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,ekhorshid.ir,None
آذرین نوآوران کیان آتیه , enka,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,nkit.co/,None
وب پارس , Webpars,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,webpars.co,None
سرمیز , Saremiz,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,saremiz.ir,None
گروه‌تبلیغاتی‌ثمین , Saminads,۰,تبلیغات، بازاریابی و برندسازی,یک نفر (من),None,None
پیراسیس , PiraSyS,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
پارس رايانه شاپرك , ParsRayanehShaparak,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,ParsRayanehCo.ir,None
زیبا تجارت ایرانیان , Ziba tejrat,۱,تولید و صنایع,۲ - ۱۰ نفر,None,None
صنایع سنگ غدیر , Ghadir Stone Company,۱,واردات و صادرات,۲ - ۱۰ نفر,None,None
رسام , Rasam,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
استودیو نما , Studio Namaa,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,studionamaa.ir/,None
ساحل پاک , Sahel Pak,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,sahelpak.com,None
افرا ماینر , Afra Miner,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,aframiner.com,None
آی تی سیم , Itsim,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مجتمع فنی فلات قاره , Falat Ghareh,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,FalatGhareh.ir,None
فناوری اطلاعات حامیان , Tmic,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,tmicto.tehran.ir,None
راهبین گشت , rahbingasht,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,rahbingasht.com,None
شرکت توسعه فناوری اطلاعات خوارزمی , Kharazmi IT development co.,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,www.kharazmico.com,None
هوا صنعت تهران , HAVA SANAT TEHRAN,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,WWW.HAVASANATCO.COM,None
سامانه هوشمند مشاوره تخصصی آرین , Smart Arian Consultancy System,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
تدبیر ارتباطات پاسارگاد , Tadbir Ertebatat Pasargad,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بليت مستر , Bilit Master,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,bilitmaster.com,None
اگزریا | فضای نمایشگاهی دیجیتال  , EXAREA | Digital Exhibition Area,۱,رسانه و انتشارات,۲ - ۱۰ نفر,exarea.ir,None
موسسه خدمات دارویی رضوی , Razavi Pharmaceutical Service Institute,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.rpsi.ir,None
پرشین گرد , Persiangard,۱,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,None,None
بهینه پرداز شکوفا  , Behine Pardaz Shekofa,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.bpshco.com,None
گروه پرداخت الکترونیک اکسین , Oxin Electronical Payment Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
دینا استیل کاوه  , Dina Steel Kave,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
رایان نیک تجهیز , Rayan Nik Tajhiz,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پارسی تک , parsytech,۱,معماری و عمران,۱۱ تا ۵۰ نفر,www.parsytech.ir,None
فروشگاه پارسا , Parsa,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
ایرانورم , Iran ORM,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
داده پردازی کاروتک , KaroTek IT,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
اسمارت کرونا , Smart Corona,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.smartcorona.ir,None
ارز تایم , Arz Time,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
سیرین پردازشگر  , Sirin pardezeshgar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
طراحان آویژ فردانگر , tarahan avizh fardanegar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
خدمات مسافرتی و گردشگری ماهرخ گشت ماهان , Mahrokh Gasht Mahan,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,None,None
آرمان رایان شریف , Arman Rayan Sharif,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,armansoft.ir,None
طنین آوران آیین مدیا , Tanin Avaran Aiyn Media,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,www.ZENDEHROODFOOD.COM,None
پی استار , PayStar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,paystar.ir,None
صنایع پزشکی فارمد , Pharmed,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
بوئين آلومينيوم , BUIN ALUMINIUM,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
لارامب , Laramob,۱,واردات و صادرات,۵۱ تا ۲۰۰ نفر,www.LARAMOB.com,None
ترجمتن , Tarjomatn,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.tarjomatn.com,None
بهینه سازان صنعت وتاسیسات , behineh sazan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
آونگ تجارت پارسیان , Avang Tejarat Parsian,۱,معماری و عمران,۱۱ تا ۵۰ نفر,www.avangtejarat.ir,None
نیلی کار , Nilicar,۱,خودروسازی,۱۱ تا ۵۰ نفر,www.nilicar.com,None
کیان دانش , Kian Danesh,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
گیم اینو , Gameiino,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,gameiino.ir,None
آنالیکا , Analyca,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,analyca.net,None
هزارویک , 1001 Engineering Co,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
اینتلیسا , Intelisa,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,innovation.net/,None
مجتمع طراحی و چاپ پیشگامان , Pishgaman,۸,رسانه و انتشارات,۱۱ تا ۵۰ نفر,www.chap.center,None
آیتو , Aito,۱,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,None,None
پاسکال فرانش گستر , PFG,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
سازگان گستر , Sazgangostar,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,sazgan.com,None
بهسازان پارت , Behsazan Part,۱,تولید و صنایع,۲ - ۱۰ نفر,None,None
سایا , Saya,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.samastar.co,None
تجارت الکترونیک رایکا , Rayka,۱,کامپیوتر، فناوری اطلاعات و اینترنت,یک نفر (من),None,None
کران تامین , Karan Tamin,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
عصر نقره ای , Silverage,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,silverage.co,None
جوکاخ , Jookakh,۱,املاک و مستغلات,۲ - ۱۰ نفر,Jookakh.ir,None
ابربازار , Abarbazar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
سازه های مدرن فیکس , Fix Modern Structures,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
