title_fa,title_en,open_jobs,category,company_size,company_site,year
مجتمع طراحی و چاپ پیشگامان , Pishgaman,۸,رسانه و انتشارات,۱۱ تا ۵۰ نفر,www.chap.center,None
آیتو , Aito,۱,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,None,None
پاسکال فرانش گستر , PFG,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آونگ تجارت پارسیان , Avang Tejarat Parsian,۱,معماری و عمران,۱۱ تا ۵۰ نفر,www.avangtejarat.ir,None
لارامب , Laramob,۱,واردات و صادرات,۵۱ تا ۲۰۰ نفر,www.LARAMOB.com,None
بهینه سازان صنعت وتاسیسات , behineh sazan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ترجمتن , Tarjomatn,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.tarjomatn.com,None
نیلی کار , Nilicar,۱,خودروسازی,۱۱ تا ۵۰ نفر,www.nilicar.com,None
کیان دانش , Kian Danesh,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
توسعه ارتباطات گستر ای تک , Toseh Gostar Novin,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
صنایع پزشکی فارمد , Pharmed,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
شرکت وندا , Vandaw,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,vandaw.com,None
رشت آنلاین , Rasht Online,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
نمایه نگار , Namaye Negar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,namayenegar.ir,None
کلاس من , Kelaseman,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,kelaseman.com,None
خورشید سپهر کاسپین , Khorshid Sepehr Caspian,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.mahtakala.ir,None
سازه های مدرن فیکس , Fix Modern Structures,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
ابربازار , Abarbazar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
گل و گیاه ویولا , Viola,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,www.goleviola.com,None
ابر زئوس  , Clod Zeous,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بهین ره آورد بهبود , Behin Rahavard Bebud,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,brb.co.ir,None
هوشمند پرداز شرق , HPHS,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
بلوبیت سافت , BlueBit Soft,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,bluebitsoft.de,None
آیتی بیوتیک , Itbiotic,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ساینا , Sayna,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.saynatech.com,None
نشر سدید , Sadid,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,sadidisu.ir,None
گروه نرم افزاری نویان , Noyan Soft Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,noyanjob.ir,None
بلوط , Balot,۲,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,www.baloot.club,None
سایا , Saya,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.samastar.co,None
تجارت الکترونیک رایکا , Rayka,۱,کامپیوتر، فناوری اطلاعات و اینترنت,یک نفر (من),None,None
کران تامین , Karan Tamin,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
پارس حیان سیما , Pars Hayan Sima,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
گسترش ارتباطات ژرف , Gostaresh Ertebatat e Zharf,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.gazh.ir,None
نیازه , Niyaze,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,niyazeh.com,None
رویال ایرانیان , Royal Iranian,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
شتابدهی  آوا , Ava Accel,۱,غذا و رستوران‌ها,یک نفر (من),None,None
اوستا , Avesta Team,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.avestateam.com,None
حمل و نقل بین المللی زنجیره , Chain International Transportation,۱,حمل و نقل، لاجستیک و انبارداری,۲۰۱ تا ۵۰۰ نفر,www.chainintl.com,None
گروه شرکتهای آران , Aran Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,None,None
مجموعه زندگی سبز , Green Life,۳,خدمات درمانی، پزشکی و سلامت,۵۱ تا ۲۰۰ نفر,None,None
فنسی , fancy,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
تیم نرم افزاری بهین سامانه , Behin samaneh IT team,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مقصودیه , Maghsudiyeh,۱,تولید و صنایع,یک نفر (من),None,None
آی تی اس , Integrated Transportation Service - ITS,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.transportnilasa.org/fa/,None
آکادمی بین المللی ماندگار , Int. MandegarAcademy,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,www.mandegaracademy.com,None
کلینیک چند تخصصی درد آرامش تهران , Aramesh Multidisciplinary Pain Clinic,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,www.Araamesh.com,None
هربال مارکت , Herbal Market,۱,کشاورزی,۲ - ۱۰ نفر,herbal-market.ir,None
نوژن , Nugan,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
نور سیستم , Nour System,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
دانش پارسیان , DAPA,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,dapa.ir,None
کالج بین الملل  , International college,۱,آموزش، مدارس و دانشگاه‌ها,۱۱ تا ۵۰ نفر,tumscollege.com,None
اپادانا , Apadana,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ساواشی  , Sawashi,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
اتومبیل داودی , Davoodi Car,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,davoodicar.com,None
محلی فود , Mahali Food,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,mahalifood.com,None
سازه های نرم افزاری سورن , Sooren Software Structure,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
شرکت خدمات بیمه ای اتیه اندیش مهر اعتماد , Atiye Andish Mehr Eghtesad,۱,بیمه,۲ - ۱۰ نفر,None,None
ردیفو , Radifo,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.radifo.com,None
فن آوران ذخیره ساز , Storage engineers,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
تتام گروپ , Tetamgroup,۱,واردات و صادرات,۲ - ۱۰ نفر,www.tetamgroup.com,None
ماهنامه اخبار فلزات , Metals News,۱,رسانه و انتشارات,۱۱ تا ۵۰ نفر,None,None
نو آوران ساختمان پادرا , Noavaran Sakhteman Padra,۱,معماری و عمران,۲ - ۱۰ نفر,None,None
پیمان پردازش نیام , Peyman Pardazesh Niyam,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.niyamco.com/,None
وندا تجارت کهربا , Vanda Tejarat Kahroba,۱,مخابرات و ارتباطات (تلکام),۲ - ۱۰ نفر,excelnetworks.info,None
ویدوفیلم , Vidofilm,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,vidofilm.com,None
مدیریت صادرات فهرست بناساز جهان , Mason Menu,۱,واردات و صادرات,۲ - ۱۰ نفر,None,None
گروه بررسی فارکس , ForexReviewGroup,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,forexreviewgroup.com,None
موسسه حقوقی دادگان , Dadgan,۱,وکالت و حقوقی,۲ - ۱۰ نفر,None,None
حامی وردپرس , hamiwp,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,hamiwp.com,None
اسنیدز , SNeeds,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,sneeds.ir,None
احسان بنیان پارسیان , Ehsan Bonyan Parsian,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,9am.ir,None
دریان سفر آرتین , Daryan Safar Artin,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,www.dsac.ir,None
ایتان , Itan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,itan.ir,None
رسا هوشمند باربد , Smart Rasa Barbod,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
زیموفین , Cymophane,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
دو ستاره , Twostar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,twostarstudio.ir,None
ایده پردازش هوشمند برنا , Idea Pardazesh Hooshmand Borna,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پیشرو گستر رایانه پارسیان , Pishro Gostar Rayaneh Parsian,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,pishrorayaneh.com,None
پیشتازان ارتباط مجازی , VCP,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,vcpco.com,None
کلینیکت , Clinicet,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.clinicet.com,None
آموزشگاه زبان آتی , Ati English School,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
شرکت بازرگانی اشراق , Eshragh Trading Company,۱,واردات و صادرات,۱۱ تا ۵۰ نفر,epsco.ir,None
فراشبکه نوین , Fara Shabke,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,farashabakeh.ir,None
ارتباطات فنی عقیق , AqiqTelecom,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,aqiqtele.com,None
رشد فرد و کسب و کار , Arna Coaching,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,arnacoaching.com,None
طراحی وب ایران سامانه , Iran Samane,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,iransamane.com,None
فصل نگارش , Fasle Negaresh,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,faslenegaresh.ir,None
صنایع الکترونیک پالس کنترل , Pulse Control,۱,تولید و صنایع,۲ - ۱۰ نفر,www.pulsecontrol-co.com/,None
علم و فن شهریار نوین تبریز , Elm Va Fan Shahriyar Novin Tabriz,۷,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,heyvagroup.com,None
امن افزار سپاهان , Emsisoft,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,emsisoft.co.ir,None
صنایع تولیدی ساحل , Sahelmetal,۱,تولید و صنایع,۲ - ۱۰ نفر,sahelmetal.com,None
آريس , Aris,۱,وکالت و حقوقی,۲ - ۱۰ نفر,None,None
پالایش قیرکسری , Kasra Bitumen Refining,۱,نفت و گاز,۵۱ تا ۲۰۰ نفر,www.kasrabitumen.com,None
سایه سان هنر , Sayesan Honar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,sayesan.com,None
کاروانا , Carvana Travels,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,None,None
جهان مجد بصیر , Jahan Majd ‌Basir,۱,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,None,None
ویسام , Wisam,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,wisam.ir,None
مانی بان , Mani Ban,۲,مالی و اعتباری,۵۱ تا ۲۰۰ نفر,www.maniban.com,None
آریا تجارت , Ariya tejarat,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
سی‌تی‌بُن , 30TBON,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,30tbon.com,None
باران گستر کارن , Baran Gostar Karen,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مارال چرم , Maral leather,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,www.maralleather.com,None
گروه ترجمه آروین , ATG,۱,رسانه و انتشارات,۲ - ۱۰ نفر,None,None
گومد , GOMED,۲,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,www.gomediran.com,None
نوین چوب , Novin Choob,۶,واردات و صادرات,۲۰۱ تا ۵۰۰ نفر,novinchoobco.com,None
وبگارد , Webguard,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,webguard.ir,None
مشاوران طلایی , Moshavere Talaei,۱,آموزش، مدارس و دانشگاه‌ها,۵۱ تا ۲۰۰ نفر,None,None
روزبه شکلات , Roozbe Chocolate,۵,منابع انسانی,۵۱ تا ۲۰۰ نفر,www.roozbehchocolate.com,None
شهراب گستران اروند , Shahrab Gostaran Arvand,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,www.shahrab-co.com,None
ستاره پارس , Pars,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,None,None
پارس کنترل سپاهان , Pars Control Sepahan,۱,نفت و گاز,۲ - ۱۰ نفر,www.parscsco.com,None
بهسازان مجازی , Behsazan Majazi,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,v-user.com,None
تزول , Tezol,۱۸,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,tezolmarket.com,None
موسسه توسعه دانش فردای ایرانیان , Iran Knowledge,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.iranknowledge.net,None
پرومومدیک , Promomedic,۱,واردات و صادرات,۱۱ تا ۵۰ نفر,promomedicgroup.ir,None
گروه تفریح و سرگرمی اطلس , Atlas Entertainment,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
تدبیرسازان رایانه خوارزمی , Tadbir Sazan Rayaneh Kharazmi,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
رسانا پردازش فارس , Rasana Co-duplicate13577,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.rasanaco.com,None
پرشین حساب , Persian Hesab,۱,مالی و اعتباری,۲ - ۱۰ نفر,persianhesab.com,None
افراکد , afracode,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
حمل و نقل کالای تهران (بادپا) , Kalaie Tehran,۱,حمل و نقل، لاجستیک و انبارداری,۵۱ تا ۲۰۰ نفر,None,None
مجتمع اداری تجاری افرا , Afra Complex,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
سامانه ارتباطی میهن , Mihan Communication system,۱,مخابرات و ارتباطات (تلکام),۱۱ تا ۵۰ نفر,www.skydsl.ir,None
تدارک تامین ایرانیان , TETA,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,tjco.org/,None
کوله , koole,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
اندیشه نوین بارثاوا , Andishe Novin Barsava,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,novinsoft.ir/,None
پارسیس موبایل , Parsis Mobile,۵,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.parsismobile.com,None
مرکز فناوری اطلاعات ویدا , Vida Company,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.vidacompany.ir,None
رایان نوژان طب(راینو) , Raino Company,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,None,None
مهندسین مشاور چهارگوشه آسمان شهر , 4gooshe,۱,معماری و عمران,۲ - ۱۰ نفر,None,None
دریزل  , Drizzle,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
گوکو , GOQUO,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.goquo.com/,None
سپنجا , sepanja,۱,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,www.sepanja.com/,None
طراحان و مجریان فرآیند بخار , Tarahan va Mojrian Farayand Bokhar,۲,نفت و گاز,۱۱ تا ۵۰ نفر,www.farayandbokhar.com,None
سیمیاتک , SimyaTech,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,simyatech.com,None
باشگاه مشتریان ستاره پارس , Pars Star Club,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,pstar.ir,None
اندیشه هوشمند مهرگان , Mehregan Co.,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,mgn-co.com,None
سفیر , Safir,۲,املاک و مستغلات,۵۱ تا ۲۰۰ نفر,None,None
مهندسی پرفورم , Perform,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.performoffice.com,None
آیان گیمز , Ayan Games,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
فن آوران افرنگ , Afrang,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
کلینیک پارسیان , Parsian Beauty,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
موسسه حقوقی رهپیویان پیرو عدالت , RPE,۱,وکالت و حقوقی,۲ - ۱۰ نفر,None,None
آژانس دیجیتال مارکتینگ وارگو , Vargo Digital Marketing Agency,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
فضل رایانه , Fazl Rayaneh,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ایده پردازی سهره  , Sehreh Idea,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مقاوم زلزله پارسیان , Moghavem Zelzele Parsian,۱,تولید و صنایع,۲ - ۱۰ نفر,None,None
هیوا ره آورد پارسیان  , Hiva Rahavard Parsian Co,۱,واردات و صادرات,۲ - ۱۰ نفر,hivarahavard.com,None
باتیس نقش جهان , Batys Naghshe Jahan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,batys.ir/,None
فایلینگ , Filing,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
اندیشه سازان زندگی خلاق , Andishehsazaneh Zendegie Khallagh,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,www.vidafallah.com,None
پیمان برق الکتریک فاز , ElectricFaz,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,ElectricFaz.com,None
تراز ایده پرداز  , Taraz Ide Pardaz,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.tipacc.com,None
تلیرکو , TelirCo,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,telirco.com,None
ایده نگر , Eadengar,۱,خودروسازی,۱۱ تا ۵۰ نفر,www.eadenegar.com,None
پاندا گالری , Panda gallery,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,Pandagallery.ir,None
لوسترمهدی(انصاری) , Mahdi Luster,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,mahdiluster.com,None
فروشگاه ژوآنی , zhuani,۱,واردات و صادرات,یک نفر (من),None,None
آسان نت , Asannet,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,assannet.com,None
خاص باکس , Khas Box,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.khasbox.com,None
بالکا , Baleka,۱,کالای مصرفی و خوراکی,۲ - ۱۰ نفر,None,None
اپرو , Apro,۱۱,گردشگری و هتل‌ها,۲۰۱ تا ۵۰۰ نفر,apro.ir,None
انستیتو روانکاوی تهران , Tehran Psychoanalytic Institute,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
کیمیا میر ماه سپاهان , kimia Mirmah Sepahan,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,www.mirmahco.com,None
بنام آوران مهشید , Benam Avarane Mahshid,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
ورزش کار  , Varzeshkar,۱,فرهنگی و ورزشی,۲ - ۱۰ نفر,None,None
مهندسین مشاور پی آیند اکنون , Pey Ayand Aknoon Consulting Engineering,۱,معماری و عمران,۲ - ۱۰ نفر,seg.groups@gmail.com,None
پژوهش نگاران عصر دانایی , PNAD,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کفش پاروپا , Paropa,۱,تولید و صنایع,۲ - ۱۰ نفر,paropashoes.com,None
نیروی غرب , Nirooye Gharb,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,westpowerco.ir,None
صنایع کاشی تبریز , Tabriztile,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۰۱ تا ۱۰۰۰ نفر,www.tabrizgroup.co,None
ریحا , Riiha,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ایده بهسام , Idea Behsam,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
گروه نرم افزاری هوشمند فرنام , HOOSHMAND FARNAM,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
خانه آترین , Atrin home,۱,معماری و عمران,۲ - ۱۰ نفر,None,None
مایکرومینگ , MicroMing,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
دیدار , Didar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,my.didarserver.com,None
کتابفروشی طاعتی , Taati Publications,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,taati.ir,None
مبنا فن , Mabna fan,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,mabnafan.com,None
تک چارتر , Takcharter,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
گروه پیمانکاری پارسیان صنعت , Parsain Sanat Group,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
بیت‌بان , BitBaan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,bitbaan.com,None
پارسا موتور سامان , Parsamotorsaman,۲,خودروسازی,۱۱ تا ۵۰ نفر,None,None
شرکت مهندسی آرین درمان پژوه , Ariandarmanpajouh,۱,واردات و صادرات,۱۱ تا ۵۰ نفر,None,None
كارگزاری بيمه نمایندگی 1076 , Insurance Brokerage,۱,بیمه,۱۱ تا ۵۰ نفر,None,None
سورنا انتخاب برتر  , Sorena The Best Choice,۲,واردات و صادرات,۱۱ تا ۵۰ نفر,None,None
پارک علم و فناوری دانشگاه صنعتی شریف , Sharif Science and Technology Park,۳,دولتی,۱۱ تا ۵۰ نفر,techpark.sharif.ir,None
البرز داده سحر , Alborz Dadeh Sahar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,landing.alborzdsp.co,None
تیم آلفا , AlphaTeam,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
نیکمهر عمرانی , Nikmehr Omrani,۱,واردات و صادرات,۱۱ تا ۵۰ نفر,www.omranigroup.com,None
شید  , Shadesand Designs,۱,معماری و عمران,۲ - ۱۰ نفر,None,None
جای باش , jaibash,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
موسسه تام , Tam,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.iranexpert.ir,None
پویان افزار آرکا , Pouyan Afzar Arka,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,pouyanafzar.com,None
آیتان , Aytan,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
سی پل , Cpol,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
رزیدنت یار , Residenttyar,۲,رسانه و انتشارات,۲ - ۱۰ نفر,www.residenttyar.com,None
آرند , Arend Lighting,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,arendlighting.com,None
املاک باب اول , Babe Avval,۱,املاک و مستغلات,۱۱ تا ۵۰ نفر,www.babeavval.com,None
تعاونی چندمنظوره دانشگاه صنعتی شریف , Sharif University Of Technology,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.mpco.sharif.ir,None
آدیلار , Adilar,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,adilar.com/,None
افق کیش , Ofogh Kish,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
رنگ مشکات , Meshkat Paint,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
فرین اندیشه ماندگار , Faranama,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,faranama.it,None
بیدوپین , Bidopin,۵,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
سامانه‌های پردازش هوشمند رهیافت , Sepehr,۵,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
بامداد , Bamdad,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,bamdadsoft.com,None
وکبیتی , Vocabeaty,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
گسترش تجارت , Gostaresh,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
نعنا پونه , Naana Poone,۱,غذا و رستوران‌ها,۲ - ۱۰ نفر,None,None
