title_fa,title_en,open_jobs,category,company_size,company_site,year
موسسه زبان ایران اروپا , Iran Europe English School,۳,آموزش، مدارس و دانشگاه‌ها,۲۰۱ تا ۵۰۰ نفر,None,None
پیگیر , Paygear,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,paygear.ir,تاسیس در  ۱۳۹۴
جیبیت , Jibit,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,jibit.ir,تاسیس در  ۱۳۹۵
هلدینگ زئوس , ZEUS Holding,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,zeusland.com,تاسیس در  ۱۳۸۶
اسنپ باکس , Snappbox,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,snapp-box.com/,تاسیس در  ۱۳۹۶
رادوین تجارت , Rodween,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.rodween.com,تاسیس در  ۱۳۸۰
ایران تام , IranTom,۸,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,irantom.ir,تاسیس در  ۱۳۹۷
هیچستان , Hichestan,۸,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,تاسیس در  ۱۳۹۶
 پارس فناوران مبتکر , PFM,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,pfm.ir,تاسیس در  ۱۳۸۴
توسعه فن آوری باران  , Rainco,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,raintd.com,None
آی هوم , iHome,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,ihome.ir,None
مپفا , MAPFA,۷,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,mapfa.net,تاسیس در  ۱۳۸۲
مالتینا , Malltina,۶,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,malltina.com,None
گروه تک سامان هور , Taksaman,۲,تولید و صنایع,۱۱ تا ۵۰ نفر,taksaman.com,تاسیس در  ۱۳۸۵
پرینس بنر , Prince Banner,۰,تبلیغات، بازاریابی و برندسازی,یک نفر (من),PRINCEBANNER.IR,None
ویندوزسنتر , WindowsCenter,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,windowscenter.ir,None
شرکتهای تابعه سیبل , Subsidiaries Cible,۰,رسانه و انتشارات,۲ - ۱۰ نفر,cible.ir,None
صبح هدف , Mesh,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,mesh.ir,None
فناوری اطلاعات پارسا , IT Parsa,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,itparsa.com,تاسیس در  ۱۳۸۶
تهران‌لوکس , Tehranlux,۰,رسانه و انتشارات,۱۱ تا ۵۰ نفر,tehranlux.com,None
فرازپردازان  , Faraz Pardazan,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,farazpardazan.com,تاسیس در  ۱۳۸۹
علی بابا , Alibaba,۱۳,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,www.alibaba.ir,None
ایران هتل آنلاین , Iran Hotel Online,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,iranhotelonline.com,تاسیس در  ۱۳۸۴
طوطی , Tutti,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,tutti.ir,None
بیست پیک , Bistpaik,۰,غذا و رستوران‌ها,۲ - ۱۰ نفر,None,None
پارس ایرانیک , Parsiranic,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,parsiranic.com,None
فناپ پرداخت , Fanap Payment,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,fanappayment.ir,None
نارین ایده پاسارگاد , Narin Ideh,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,narin.co,تاسیس در  ۱۳۹۱
سیکا , SIKA,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,sika.ir,None
امرداد , Amordad,۰,رسانه و انتشارات,۲ - ۱۰ نفر,None,None
هومینگ , Homing,۱۰,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,Homing.ir,None
کبال , Cobal,۱۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,cobal.ir,تاسیس در  ۱۳۹۶
طراحان قوم ماد , Gowm E Maad,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,gowmemaad.ir,None
صندوق توسعه فناوری ایرانیان , Irtechfund,۰,مالی و اعتباری,۱۱ تا ۵۰ نفر,irtechfund.com,None
وب‌اینتر , Webenter,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,webenter.ir/,None
رباتو , Rabato,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,rabato.discount,None
تجارت ذهن زیبا , B.M.T,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
آرسیس , Arosis,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.arosis.ir,None
آوین , Avin,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,avinidp.com,None
کافه ربات , Cafe Robot,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,caferobot.ir,None
انتشارات جنگل , Jungle Publications,۰,رسانه و انتشارات,۲۰۱ تا ۵۰۰ نفر,jpub.ir,None
لک‌لک , Laklak,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,laklakgroup.com,None
میزبان‌پرداز مبین , Mizban Pardaz Mobin,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,mobintelecom.com,None
فاممت , Fammet,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,fammet.com,None
نیواکو , Nivaco,۰,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,nivaco.ir,None
آی‌پی تی‌وی , IPTV,۰,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
صنایع سنگ غدیر , Ghadir Stone Company,۱,واردات و صادرات,۲ - ۱۰ نفر,None,None
رسام , Rasam,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
مدکده , Med Kade,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,medkadeh.com,None
تجارت سبز , Tejarat Sabz,۱,معماری و عمران,۱۱ تا ۵۰ نفر,ntsi.ir,None
شهر فردا , Shahr Farda,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
خدمات مسافرتی و جهانگردی سرزمین چهارفصل  , Chaharfasl Travel Agancy,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,www.4season.net,None
هلدینگ سرمایه گذاری یاسین , Yasin Holding,۱,خدمات درمانی، پزشکی و سلامت,۵۱ تا ۲۰۰ نفر,None,None
دفتر املاک آروند , Arvand real estate,۱,املاک و مستغلات,۱۱ تا ۵۰ نفر,None,None
مدیانا , Mediana,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,mediana.ir,None
داده پردازی تونا , Tuna Dataset,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,emam8.com,None
ستاره سبز جویبار , GreenStar,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,www.gsbitumen.com,None
تدبیرگستران بهینه ساز , TGBS Co,۹,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,tgbsco.com,تاسیس در  ۱۳۷۹
فناوری هوشمند کیوان , Keyvan Intelligent Technology (KIT),۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ره رایان , Rahrayan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
داده محاسب آریا گستر , Dedah mohaseb,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پردازش نگار راشین , Rashin Studio,۷,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,Rashin.org,تاسیس در  ۱۳۹۱
آی مدیتو (شرکت فرانام بین الملل) , Imedito,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.imedito.com,None
وصال گشت , Vesal Gasht,۱,حمل و نقل، لاجستیک و انبارداری,۱۱ تا ۵۰ نفر,vesalgasht.com,None
اقامت 24  , Eghamat 24,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,eghamat24.com,تاسیس در  ۱۳۸۵
فرست کوئست , 1stQuest,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,1stQuest.com,تاسیس در  ۱۳۹۳
طرفه کارت پارسیان , Torfe card parsian,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,tfc-co.ir,None
پیراسیس , PiraSyS,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
هاست ایران , Hostiran,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,hostiran.net,تاسیس در  ۱۳۸۲
دلتا , Delta,۱,املاک و مستغلات,۵۰۱ تا ۱۰۰۰ نفر,Delta.ir,تاسیس در  ۱۳۵۶
پارس رايانه شاپرك , ParsRayanehShaparak,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,ParsRayanehCo.ir,None
برتر اندیشه نوین , Bartar Andishe Novin,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
سیزون مارکت , Seezoon Market,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,www.seezoonmarket.com,None
رهپویان صنعت فضاپویان , Rahpouyan sanat fazapouyan,۱,مخابرات و ارتباطات (تلکام),۵۱ تا ۲۰۰ نفر,None,None
قوطی سازی آلومینیوم کاوه , KACC,۱,تولید و صنایع,۲۰۱ تا ۵۰۰ نفر,None,None
پیام افزار پیک آسا , Payam Afzar Peykasa,۱۲,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.peykasa.com,تاسیس در  ۱۳۸۴
فناوران آرمان نوین کوثر , Footballit,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,footballit.ir,None
فناگستران نوین سبز , FanaGostaranNovinSabz,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
صندلی اداری محک , Mahak Chair,۱,معماری و عمران,۲ - ۱۰ نفر,www.mahakchair.com,None
برنامه نویسی متلب و هوش مصنوعی , Matlab24,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,matlab24.ir,None
آرتا رهپو مشکات , Arta Rahpoo Meshkat,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,None,None
مرکز درمان جامع هموفیلی ایران , Iranian comprehensive hemophilia care center,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,www.irchcc.ir,None
پیشگامان پارسه , Pishgaman Parseh,۱,رسانه و انتشارات,۱۱ تا ۵۰ نفر,None,None
عالی دوخت به باف پوشان , Ali Dookht Beh Baf Pooshan,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
توسعه الکترونیک ابتکار کیان , Kiaan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.adstaak.com/,None
مرکز زبان خارجه گویش نوین , Gooyeshnovin English Language Institute,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,gnovin.com/,None
استودیو نما , Studio Namaa,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,studionamaa.ir/,None
تدبیر ارتباطات پاسارگاد , Tadbir Ertebatat Pasargad,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پارسی تک , parsytech,۱,معماری و عمران,۱۱ تا ۵۰ نفر,www.parsytech.ir,None
لابراتوار نوآوری شهر آینده , FUture City Innovation Lab,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,futurecity.ir,None
ساحل پاک , Sahel Pak,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,sahelpak.com,None
فروشگاه پارسا , Parsa,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
داده پردازی فراتک , Faratech Data Processing,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,faratechdp.com,تاسیس در  ۱۳۸۸
آی تی سیم , Itsim,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پرهام , Parham Co,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,parham-co.ir,تاسیس در  ۱۳۸۹
بانی مد , Banimode,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,banimode.com,تاسیس در  ۱۳۹۳
فناوری اطلاعات حامیان , Tmic,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,tmicto.tehran.ir,None
افرا ماینر , Afra Miner,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,aframiner.com,None
راهبین گشت , rahbingasht,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,rahbingasht.com,None
مجتمع فنی فلات قاره , Falat Ghareh,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,FalatGhareh.ir,None
فلایتیو , Flightio,۵,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,Flightio.com,None
حامی سیستم شریف , Hami System Sharif,۸,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,hamisystem.ir,تاسیس در  ۱۳۸۸
شرکت توسعه فناوری اطلاعات خوارزمی , Kharazmi IT development co.,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲۰۱ تا ۵۰۰ نفر,www.kharazmico.com,None
ایرانورم , Iran ORM,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
فروشگاه اینترنتی مو تن رو , MooTanRoo Online Store,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,mootanroo.com,تاسیس در  ۱۳۸۶
داده پردازی کاروتک , KaroTek IT,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
باسرگان , Basagan GmbH,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,www.basagan.de,None
بهین سافت , Behin Soft,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
اکسون ویژن , Exon Vision,۵,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.exonvision.ir,تاسیس در  ۱۳۹۴
موسسه علوم پزشکی سنا , Medical Sana,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
اندیشه آگهی , Andisheh Agahi,۱,رسانه و انتشارات,۱۱ تا ۵۰ نفر,www.andishehagahi.com/,None
سی اف تی , Cft,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
گلدیس آسانبر پارس , Goldis Asanbar Pars,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
آرتیمان , artiman,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بليت مستر , Bilit Master,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,bilitmaster.com,None
طنین آوران آیین مدیا , Tanin Avaran Aiyn Media,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,www.ZENDEHROODFOOD.COM,None
بادی فیت , Bodyfit,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,None,None
درنیکا , Dornika,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,www.dornikaapp.ir,None
19کالا , 19Kala,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,19kala.com,None
گل راد , Golrad,۱,کشاورزی,۲ - ۱۰ نفر,golrad.com,None
موبایل دولوپر , Devmobile,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,Devmobile.ir,None
گروه رسانه ای بسپار , Baspar Media Group,۲,رسانه و انتشارات,۲ - ۱۰ نفر,www.iranpolymer.com,None
صدرا صنعت آسانبر , Sadra Sanat,۱,واردات و صادرات,۱۱ تا ۵۰ نفر,sadralift.com,None
بوئين آلومينيوم , BUIN ALUMINIUM,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
لارامب , Laramob,۱,واردات و صادرات,۵۱ تا ۲۰۰ نفر,www.LARAMOB.com,None
ترجمتن , Tarjomatn,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.tarjomatn.com,None
سازگان گستر , Sazgangostar,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,sazgan.com,None
بهسازان پارت , Behsazan Part,۱,تولید و صنایع,۲ - ۱۰ نفر,None,None
اسمارت کرونا , Smart Corona,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.smartcorona.ir,None
سیرین پردازشگر  , Sirin pardezeshgar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
طراحان آویژ فردانگر , tarahan avizh fardanegar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
خدمات مسافرتی و گردشگری ماهرخ گشت ماهان , Mahrokh Gasht Mahan,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,None,None
آرمان رایان شریف , Arman Rayan Sharif,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,armansoft.ir,None
پی استار , PayStar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,paystar.ir,None
کیان دانش , Kian Danesh,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
گیم اینو , Gameiino,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,gameiino.ir,None
آنالیکا , Analyca,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,analyca.net,None
کامیار صنعت پویا , KSP,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
خورشید سپهر کاسپین , Khorshid Sepehr Caspian,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.mahtakala.ir,None
نشر سدید , Sadid,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,sadidisu.ir,None
توسعه سامانه های هوشمند یاس , Yas,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ابر زئوس  , Clod Zeous,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بهین ره آورد بهبود , Behin Rahavard Bebud,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,brb.co.ir,None
هوشمند پرداز شرق , HPHS,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
بلوبیت سافت , BlueBit Soft,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,bluebitsoft.de,None
آیتی بیوتیک , Itbiotic,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ساینا , Sayna,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.saynatech.com,None
پارس حیان سیما , Pars Hayan Sima,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
صنایع پزشکی فارمد , Pharmed,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
شرکت وندا , Vandaw,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,vandaw.com,None
رشت آنلاین , Rasht Online,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
نمایه نگار , Namaye Negar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,namayenegar.ir,None
کلاس من , Kelaseman,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,kelaseman.com,None
توسعه ارتباطات گستر ای تک , Toseh Gostar Novin,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
جوکاخ , Jookakh,۱,املاک و مستغلات,۲ - ۱۰ نفر,Jookakh.ir,None
ابربازار , Abarbazar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,None,None
سازه های مدرن فیکس , Fix Modern Structures,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
روبیک , Rubik,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
رهپویان فرا , Rahpouyan Fara,۱,سرمایه‌گذاری و تحلیل کسب‌وکار,۱۱ تا ۵۰ نفر,None,None
مدیریت کسب وکار , Business Management,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
پیشتازان امن کاوری عماد , Emad,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,emad24.ir/,None
هزارویک , 1001 Engineering Co,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مجتمع طراحی و چاپ پیشگامان , Pishgaman,۸,رسانه و انتشارات,۱۱ تا ۵۰ نفر,www.chap.center,None
اینتلیسا , Intelisa,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,innovation.net/,None
آیتو , Aito,۱,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,None,None
پاسکال فرانش گستر , PFG,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آونگ تجارت پارسیان , Avang Tejarat Parsian,۱,معماری و عمران,۱۱ تا ۵۰ نفر,www.avangtejarat.ir,None
بهینه سازان صنعت وتاسیسات , behineh sazan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
عصر نقره ای , Silverage,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,silverage.co,None
گل و گیاه ویولا , Viola,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,www.goleviola.com,None
مولتی برند رنو , Multi Brand Reno,۴,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,MARKOMODE.COM,None
گروه نرم افزاری نویان , Noyan Soft Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,noyanjob.ir,None
بلوط , Balot,۲,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,www.baloot.club,None
سایا , Saya,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.samastar.co,None
تجارت الکترونیک رایکا , Rayka,۱,کامپیوتر، فناوری اطلاعات و اینترنت,یک نفر (من),None,None
بهرادسازان , Behradsazan,۱,معماری و عمران,۲ - ۱۰ نفر,BEHRADCOMPANY.COM,None
رایکا گستر سانا  , Rayka Gostar Sana,۱,خدمات درمانی، پزشکی و سلامت,۲ - ۱۰ نفر,www.sana-card.com,None
آوا پزشک , Ava Pezeshk,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,www.avapezeshk.com,None
الکترونیک پیک شریف  , Electronic Peyk Sharif,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
اوستاتاپ , Ustatap,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
لندهوم , Landhome,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,landhome.ir,None
شفا الکترو پژواک , Shafa Electro Pejhvak,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,www.shepco.ir,None
کران تامین , Karan Tamin,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,None,None
بری مدیا , Berry Media,۱,رسانه و انتشارات,۲ - ۱۰ نفر,None,None
گسترش ارتباطات ژرف , Gostaresh Ertebatat e Zharf,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.gazh.ir,None
تی گیمز , TGames,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پیشامان تصویر آینده , Khodema,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.khodema.com,None
ژرفاب , Zharfab,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
آوین زعفران , Avinsaffron,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
شرکت ایده تکبال هوشمند , Eideh takbal smart,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کوجورجیا , Co Georgia,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,cogeorgia.com,None
خدماتی، پشتیبانی و فنی مهندسی ایده پرداز , Idea Pardaz,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
موزاییک میبد , Meybod Mosaic,۱,معماری و عمران,۵۱ تا ۲۰۰ نفر,mosaicmeybod.com/,None
تانکو , Tanco,۱,واردات و صادرات,۲ - ۱۰ نفر,None,None
فروشگاه طرح وند , Tarhvand Shop,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
آسمان , Aseman,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
نیازه , Niyaze,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,niyazeh.com,None
رویال ایرانیان , Royal Iranian,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
شتابدهی  آوا , Ava Accel,۱,غذا و رستوران‌ها,یک نفر (من),None,None
اوستا , Avesta Team,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.avestateam.com,None
حمل و نقل بین المللی زنجیره , Chain International Transportation,۱,حمل و نقل، لاجستیک و انبارداری,۲۰۱ تا ۵۰۰ نفر,www.chainintl.com,None
